rec_type, var_name, deployment_code, model, serial_number, time_deployment, time_recovery, variable_name, variable_dims, variable_shape, variable_type, variable_value, attribute_name, attribute_type, attribute_value
VAR,NOMINAL_DEPTH,EAC-EAC 500-05-2019,Sable,300034012398590,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 500-05-2019,Sable,300034012398590,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,77,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 500-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 500-05-2019,XMF-11K,77,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 500-05-2019,XMF-11K,77,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS,35505,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,ACR8242XS,35505,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1887.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,ACR8242XS,35505,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1887.00"
GLOBAL,,,ACR8242XS,36092,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,ACR8242XS,36092,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1887.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,ACR8242XS,36092,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1887.00"
GLOBAL,,,IBCN-3,300434061135870,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,IBCN-3,300434061135870,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,IBCN-3,300434061135870,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,Aquadopp DW 2MHz,A6L-4614 (AQD 6622),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,Aquadopp DW 2MHz,A6L-4614 (AQD 6622),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1810.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,Aquadopp DW 2MHz,A6L-4614 (AQD 6622),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1810.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-3655 (AQD 5961),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,Aquadopp DW 2Mhz,A6L-3655 (AQD 5961),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,Aquadopp DW 2Mhz,A6L-3655 (AQD 5961),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4604 (AQD 6508),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,Aquadopp DW 2Mhz,A6L-4604 (AQD 6508),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,Aquadopp DW 2Mhz,A6L-4604 (AQD 6508),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,WHLS150-I-1,17958,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,WHLS150-I-1,17958,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,WHLS150-I-1,17958,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,14168,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,WHLS75-I-2,14168,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,WHLS75-I-2,14168,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,14397,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,WHLS75-I-2,14397,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,650.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,WHLS75-I-2,14397,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"650.00"
GLOBAL,,,SBE37SMP,13079,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,13079,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,610.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,13079,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"610.00"
GLOBAL,,,SBE37SMP,13256,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,13256,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,13256,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,SBE37SMP,13261,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,13261,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1810.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,13261,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1810.00"
GLOBAL,,,SBE37SMP,14034,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,14034,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,135.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,14034,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"135.00"
GLOBAL,,,SBE37SMP,20268,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,20268,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,170.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,20268,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"170.00"
GLOBAL,,,SBE37SMP,20272,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,20272,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,200.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,20272,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"200.00"
GLOBAL,,,SBE37SMP,4299,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,4299,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,250.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,4299,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"250.00"
GLOBAL,,,SBE37SMP,6267,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,6267,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,300.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,6267,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"300.00"
GLOBAL,,,SBE37SMP,7903,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,7903,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,485.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,7903,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"485.00"
GLOBAL,,,SBE37SMP,8294,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,8294,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,8294,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,SBE37SMP,9179,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE37SMP,9179,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,100.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE37SMP,9179,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"100.00"
GLOBAL,,,SBE39,4679,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE39,4679,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,350.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE39,4679,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"350.00"
GLOBAL,,,SBE39,6277,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE39,6277,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,800.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE39,6277,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"800.00"
GLOBAL,,,SBE39,6279,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE39,6279,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1000.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE39,6279,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1000.00"
GLOBAL,,,SBE39,6280,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE39,6280,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE39,6280,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,SBE39plus,39p-8078,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,SBE39plus,39p-8078,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,400.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,SBE39plus,39p-8078,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"400.00"
GLOBAL,,,Starmon mini,T-3864,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,Starmon mini,T-3864,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1300.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,Starmon mini,T-3864,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1300.00"
GLOBAL,,,Starmon mini,T-3987,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,Starmon mini,T-3987,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1750.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,Starmon mini,T-3987,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1750.00"
GLOBAL,,,Sable,300034013267540,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,Sable,300034013267540,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,Sable,300034013267540,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,XMF-11K,167,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 2000-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 2000-05-2019,XMF-11K,167,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,40.00,,,""
GLOBAL,,EAC-EAC 2000-05-2019,XMF-11K,167,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"40.00"
GLOBAL,,,ACR8242XS,33555,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,ACR8242XS,33555,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3157.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,ACR8242XS,33555,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3157.00"
GLOBAL,,,ACR8242XS,35970,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,ACR8242XS,35970,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3157.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,ACR8242XS,35970,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3157.00"
GLOBAL,,,IBCN-3,300434061136880,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,IBCN-3,300434061136880,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,IBCN-3,300434061136880,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4881 (AQD 9893),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-4881 (AQD 9893),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,3080.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-4881 (AQD 9893),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"3080.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4885 (AQD 9470),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-4885 (AQD 9470),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1190.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-4885 (AQD 9470),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1190.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-4888 (AQD 9842),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-4888 (AQD 9842),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,2000.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-4888 (AQD 9842),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"2000.00"
GLOBAL,,,Aquadopp DW 2Mhz,A6L-5063 (AQD 9827),2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-5063 (AQD 9827),2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,1500.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,Aquadopp DW 2Mhz,A6L-5063 (AQD 9827),2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"1500.00"
GLOBAL,,,WHLS150-I-2,23160,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,WHLS150-I-2,23160,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,WHLS150-I-2,23160,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,14462,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,WHLS75-I-2,14462,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,120.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,WHLS75-I-2,14462,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"120.00"
GLOBAL,,,WHLS75-I-2,16072,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,WHLS75-I-2,16072,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,650.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,WHLS75-I-2,16072,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"650.00"
GLOBAL,,,SBE37SMP,13085,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
VAR,NOMINAL_DEPTH,EAC-EAC 3200-05-2019,SBE37SMP,13085,2019-09-01,2021-04-01,NOMINAL_DEPTH,"()","()",float64,610.00,,,""
GLOBAL,,EAC-EAC 3200-05-2019,SBE37SMP,13085,2019-09-01,2021-04-01,,"","",,,instrument_nominal_depth,float64,"610.00"
GLOBAL,,,SBE37SMP,13257,2019-09-01,2021-04-01,,"","",,,deployment_code,str,"EAC-EAC 3200-05-2019"
